,catchment3,catchment4,catchment5,catchment6,catchment_1,catchment_2
4145,[0.01053805],0,[0.00618827],[0.0062471],[0.00696345],[0.01079431]
4146,[0.01273575],0,[0.00747883],[0.00754992],[0.00841567],[0.01304544]
4147,[0.01424763],0,[0.00836665],[0.00844616],[0.00941468],[0.01459405]
4148,[0.01530585],0,[0.00898805],[0.00907345],[0.01011392],[0.01567798]
4149,[0.01602712],0,[0.0094116],[0.00950102],[0.01059052],[0.01641679]
4150,[0.01641973],0,[0.00964215],[0.00973377],[0.01084995],[0.01681897]
4151,[0.0164773],0,[0.00967593],[0.00976791],[0.01088799],[0.01687795]
4152,[0.01618788],0,[0.00950596],[0.00959634],[0.01069675],[0.01658148]
4153,[0.01997124],0,[0.01172766],[0.01183918],[0.01319673],[0.02045682]
4154,[0.02677217],0,[0.01572139],[0.01587092],[0.01769072],[0.02742313]
4155,[0.03141068],0,[0.01844528],[0.01862071],[0.02075581],[0.03217442]
4156,[0.03440828],0,[0.02020556],[0.02039771],[0.02273657],[0.03524487]
4157,[0.03618189],0,[0.02124708],[0.02144913],[0.02390854],[0.0370616]
4158,[0.03684602],0,[0.02163706],[0.02184283],[0.02434737],[0.03774189]
4159,[0.04522335],0,[0.02655651],[0.02680906],[0.02988302],[0.04632296]
4160,[0.07385624],0,[0.04337073],[0.04378317],[0.04880335],[0.07565215]
4161,[0.10878614],0,[0.06388276],[0.06449023],[0.07188463],[0.11143142]
4162,[0.13397432],0,[0.07867411],[0.07942222],[0.0885287],[0.13723208]
4163,[0.15028355],0,[0.08825144],[0.08909063],[0.09930566],[0.15393788]
4164,[0.15842524],0,[0.0930325],[0.09391717],[0.10468559],[0.16227754]
4165,[0.1610819],0,[0.09459258],[0.0954921],[0.10644108],[0.16499883]
4166,[0.16054546],0,[0.09427755],[0.09517409],[0.10608662],[0.16444937]
4167,[0.15736541],0,[0.09241013],[0.09328891],[0.1039853],[0.161192]
4168,[0.15168308],0,[0.08907327],[0.08992033],[0.10023049],[0.15537149]
4169,0,0,0,0,0,0
4170,0,0,0,0,0,0
4171,0,0,0,0,0,0
4172,0,0,0,0,0,0
4173,0,0,0,0,0,0
4174,0,0,0,0,0,0
4175,0,0,0,0,0,0
4176,0,0,0,0,0,0
4177,[0.00360949],0,[0.00211965],[0.0021398],[0.00238513],[0.00369729]
4178,[0.00994518],0,[0.00584022],[0.00589574],[0.0065717],[0.01018708]
4179,[0.01471398],0,[0.00864063],[0.00872277],[0.00972287],[0.01507185]
4180,[0.01837355],0,[0.01078966],[0.01089225],[0.01214109],[0.01882042]
4181,[0.02096603],0,[0.01231206],[0.01242914],[0.01385419],[0.02147593]
4182,[0.02244881],0,[0.0131828],[0.01330816],[0.014834],[0.02299477]
4183,[0.02297366],0,[0.01349103],[0.01361931],[0.01518084],[0.02353239]
4184,[0.02270811],0,[0.0133351],[0.01346192],[0.01500539],[0.02326042]
4185,[0.02192644],0,[0.01287608],[0.01299855],[0.01448889],[0.02245977]
4186,[0.01802643],0,[0.01058607],[0.01068778],[0.01191258],[0.01846566]
4187,[0.02284987],0,[0.01341853],[0.01354711],[0.01509979],[0.02340632]
4188,[0.03221696],0,[0.01891917],[0.01909995],[0.02128937],[0.0330011]
4189,[0.0392258],0,[0.02303496],[0.02325478],[0.02592067],[0.0401803]
4190,[0.04393563],0,[0.02580071],[0.02604675],[0.02903282],[0.04500459]
4191,[0.04653318],0,[0.02732606],[0.02758653],[0.03074919],[0.04766525]
4192,[0.0475025],0,[0.02789527],[0.0281611],[0.03138966],[0.04865811]
4193,[0.04742669],0,[0.02785074],[0.02811611],[0.03133954],[0.04858044]
4194,[0.04654192],0,[0.02733118],[0.02759156],[0.0307549],[0.04767416]
4195,[0.04491452],0,[0.02637551],[0.02662675],[0.02967951],[0.04600715]
4196,[0.0365659],0,[0.02147349],[0.02167764],[0.02416275],[0.0374566]
4197,[0.01981196],0,[0.01163465],[0.01174434],[0.01309179],[0.02029336]
4198,[0.00754668],0,[0.00443165],[0.00447352],[0.00498617],[0.00772939]
4199,0,0,0,0,0,0
4200,0,0,0,0,0,0
4201,0,0,0,0,0,0
4202,0,0,0,0,0,0
4203,0,0,0,0,0,0
4204,0,0,0,0,0,0
4205,0,0,0,0,0,0
4206,0,0,0,0,0,0
4207,0,0,0,0,0,0
4208,0,0,0,0,0,0
4209,0,0,0,0,0,0
4210,0,0,0,0,0,0
4211,0,0,0,0,0,0
4212,0,0,0,0,0,0
4213,0,0,0,0,0,0
4214,0,0,0,0,0,0
4215,0,0,0,0,0,0
4216,0,0,0,0,0,0
4217,0,0,0,0,0,0
4218,0,0,0,0,0,0
4219,0,0,0,0,0,0
4220,0,0,0,0,0,0
4221,0,0,0,0,0,0
4222,0,0,0,0,0,0
4223,0,0,0,0,0,0
4224,0,0,0,0,0,0
4225,0,0,0,0,0,0
4226,0,0,0,0,0,0
4227,0,0,0,0,0,0
4228,0,0,0,0,0,0
4229,0,0,0,0,0,0
4230,[1.985958e-05],0,[1.166724e-05],[1.177254e-05],[1.312038e-05],[2.034396e-05]
4231,[4.7189142e-05],0,[2.7727596e-05],[2.7990846e-05],[3.1183542e-05],[4.8341124e-05]
4232,[5.62359388e-05],0,[3.30548283e-05],[3.33546701e-05],[3.71513668e-05],[5.76084717e-05]
4233,0,0,0,0,0,0
4234,0,0,0,0,0,0
4235,0,0,0,0,0,0
4236,0,0,0,0,0,0
4237,0,0,0,0,0,0
4238,0,0,0,0,0,0
4239,0,0,0,0,0,0
4240,0,0,0,0,0,0
4241,0,0,0,0,0,0
4242,0,0,0,0,0,0
4243,[0.00064616],0,[0.00037944],[0.00038304],[0.00042695],[0.00066187]
4244,[0.00184173],0,[0.0010815],[0.00109178],[0.00121695],[0.00188654]
4245,[0.00284855],0,[0.00167271],[0.00168862],[0.00188223],[0.00291786]
4246,[0.00367621],0,[0.00215871],[0.00217925],[0.00242912],[0.00376566]
4247,[0.00431541],0,[0.00253406],[0.00255816],[0.0028515],[0.00442045]
4248,[0.00476157],0,[0.00279605],[0.00282263],[0.00314633],[0.0048775]
4249,[0.0050664],0,[0.00297507],[0.00300335],[0.00334776],[0.00518978]
4250,[0.00526899],0,[0.00309404],[0.00312348],[0.00348163],[0.00539734]
4251,[0.00536671],0,[0.00315142],[0.00318142],[0.00354622],[0.00549748]
4252,[0.00537745],0,[0.00315768],[0.00318776],[0.00355329],[0.00550846]
4253,[0.00532586],0,[0.00312735],[0.00315715],[0.00351918],[0.00545558]
4254,[0.00522847],0,[0.00307013],[0.00309939],[0.0034548],[0.00535576]
4255,[0.0050859],0,[0.00298642],[0.00301488],[0.00336061],[0.00520972]
4256,[0.00490434],0,[0.00287983],[0.00290725],[0.00324064],[0.00502376]
4257,[0.00470394],0,[0.00276212],[0.00278843],[0.00310817],[0.00481846]
4258,[0.0043961],0,[0.00258182],[0.00260593],[0.00290507],[0.00450384]
4259,[0.00363463],0,[0.0021343],[0.00215384],[0.00240096],[0.00372266]
4260,[0.00283289],0,[0.00166283],[0.00167886],[0.0018715],[0.0029022]
4261,[0.00269162],0,[0.00157992],[0.00159513],[0.00177818],[0.00275747]
4262,[0.00186337],0,[0.00109381],[0.00110491],[0.00123159],[0.00190992]
4263,[0.00135069],0,[0.00079314],[0.00080032],[0.00089202],[0.00138396]
4264,[0.00105486],0,[0.00061954],[0.00062552],[0.00069747],[0.00108141]
4265,[0.00068959],0,[0.00040492],[0.00040891],[0.00045537],[0.00070639]
4266,[0.0002575],0,[0.00015049],[0.0001526],[0.00016977],[0.00026419]
4267,[4.53649422e-06],0,[3.12350365e-06],[3.44375174e-06],[3.75527485e-06],[5.84278655e-06]
4268,0,0,0,0,0,0
4269,0,0,0,0,0,0
4270,0,0,0,0,0,0
4271,0,0,0,0,0,0
4272,0,0,0,0,0,0
4273,0,0,0,0,0,0
4274,0,0,0,0,0,0
4275,0,0,0,0,0,0
4276,0,0,0,0,0,0
4277,0,0,0,0,0,0
4278,0,0,0,0,0,0
4279,0,0,0,0,0,0
4280,0,0,0,0,0,0
4281,0,0,0,0,0,0
4282,0,0,0,0,0,0
4283,0,0,0,0,0,0
4284,0,0,0,0,0,0
4285,0,0,0,0,0,0
4286,0,0,0,0,0,0
4287,0,0,0,0,0,0
4288,0,0,0,0,0,0
4289,0,0,0,0,0,0
4290,0,0,0,0,0,0
4291,[5.51772e-06],0,[3.22218e-06],[3.2643e-06],[3.64338e-06],[5.64408e-06]
4292,[1.2547548e-05],0,[7.322562e-06],[7.44471e-06],[8.291322e-06],[1.2850812e-05]
4293,0,0,0,[3.069495e-07],[2.456649e-07],0
4294,0,0,0,0,0,0
4295,0,0,0,0,0,0
4296,0,0,0,0,0,0
4297,0,0,0,0,0,0
4298,0,0,0,0,0,0
4299,0,0,0,0,0,0
4300,0,0,0,0,0,0
4301,0,0,0,0,0,0
4302,0,0,0,0,0,0
4303,0,0,0,0,0,0
4304,0,0,0,0,0,0
4305,0,0,0,0,0,0
4306,0,0,0,0,0,0
4307,0,0,0,0,0,0
4308,0,0,0,0,0,0
4309,0,0,0,0,0,0
4310,0,0,0,0,0,0
4311,0,0,0,0,0,0
4312,0,0,0,0,0,0
4313,0,0,0,0,0,0
4314,0,0,0,0,0,0
4315,0,0,0,0,0,0
4316,0,0,0,0,0,0
4317,0,0,0,0,0,0
4318,0,0,0,0,0,0
4319,0,0,0,0,0,0
4320,0,0,0,0,0,0
4321,0,0,0,0,0,0
4322,[3.95928e-05],0,[2.325024e-05],[2.343978e-05],[2.615652e-05],[4.056156e-05]
4323,[0.00011318],0,[6.6477996e-05],[6.7027662e-05],[7.4779848e-05],[0.00011596]
4324,[0.00017627],0,[0.00010353],[0.00010441],[0.00011645],[0.00018059]
4325,[0.00023064],0,[0.00013548],[0.00013664],[0.00015236],[0.00023627]
4326,[0.00027638],0,[0.00016237],[0.00016377],[0.0001826],[0.00028313]
4327,[0.00031202],0,[0.00018328],[0.00018487],[0.00020615],[0.00031962]
4328,[0.00033812],0,[0.00019858],[0.00020031],[0.00022336],[0.00034631]
4329,[0.00035844],0,[0.0002105],[0.00021234],[0.00023677],[0.00036712]
4330,[0.00037516],0,[0.00022029],[0.00022222],[0.00024776],[0.0003842]
4331,[0.00038751],0,[0.00022754],[0.00022953],[0.00025589],[0.00039682]
4332,[0.00039601],0,[0.00023255],[0.00023457],[0.00026149],[0.00040554]
4333,[0.00040001],0,[0.00023489],[0.00023692],[0.00026412],[0.00040961]
4334,[0.00039784],0,[0.00023361],[0.00023561],[0.00026267],[0.00040738]
4335,[0.00039205],0,[0.00023023],[0.00023218],[0.00025886],[0.00040148]
4336,[0.00038468],0,[0.00022588],[0.0002278],[0.00025399],[0.00039393]
4337,[0.00037507],0,[0.0002202],[0.00022208],[0.00024761],[0.00038404]
4338,[0.00036258],0,[0.00021286],[0.00021468],[0.00023937],[0.00037126]
4339,[0.00034679],0,[0.00020357],[0.00020532],[0.00022892],[0.00035508]
4340,[0.00027455],0,[0.0001606],[0.00016169],[0.00018032],[0.00028036]
4341,[0.00023724],0,[0.00013909],[0.00014013],[0.00015698],[0.00024275]
4342,[0.00019758],0,[0.00011613],[0.00011712],[0.00012976],[0.00020198]
4343,[0.00011441],0,[6.73605107e-05],[6.82986564e-05],[7.5254691e-05],[0.00011775]
4344,0,0,0,0,0,0
4345,0,0,0,0,0,0
4346,0,0,0,0,0,0
4347,0,0,0,0,0,0
4348,0,0,0,0,0,0
4349,0,0,0,0,0,0
4350,0,0,0,0,0,0
4351,0,0,0,0,0,0
4352,0,0,0,0,0,0
4353,0,0,0,0,0,0
4354,0,0,0,0,0,0
4355,0,0,0,0,0,0
4356,0,0,0,0,0,0
4357,[0.],0,[0.],0,0,[0.]
4358,[0.],0,[0.],[0.],[0.],[0.]
4359,0,0,0,0,0,0
4360,0,0,0,0,0,0
4361,0,0,0,0,0,0
4362,0,0,0,0,0,0
4363,0,0,0,0,0,0
4364,0,0,0,0,0,0
4365,0,0,0,0,0,0
4366,0,0,0,0,0,0
4367,0,0,0,0,0,0
4368,0,0,0,0,0,0
4369,0,0,0,0,0,0
4370,0,0,0,0,0,0
4371,[0.00027256],0,[0.00016008],[0.00016159],[0.00018011],[0.00027921]
4372,[0.00078503],0,[0.00046104],[0.00046542],[0.00051875],[0.00080416]
4373,[0.0012291],0,[0.00072185],[0.00072869],[0.00081221],[0.00125904]
4374,[0.00160218],0,[0.00094097],[0.00094987],[0.00105876],[0.00164126]
4375,[0.00191402],0,[0.00112412],[0.00113475],[0.00126484],[0.00196071]
4376,[0.00217699],0,[0.00127856],[0.00129066],[0.00143861],[0.00223007]
4377,[0.00239699],0,[0.00140775],[0.00142107],[0.00158396],[0.00245542]
4378,[0.00257355],0,[0.00151145],[0.00152573],[0.00170063],[0.00263629]
4379,[0.00270686],0,[0.00158974],[0.00160477],[0.00178872],[0.00277283]
4380,[0.00280487],0,[0.00164729],[0.00166288],[0.00185347],[0.0028732]
4381,[0.002875],0,[0.00168847],[0.00170448],[0.0018998],[0.00294503]
4382,[0.00292175],0,[0.00171594],[0.0017322],[0.00193069],[0.00299292]
4383,[0.00378712],0,[0.00222411],[0.00224521],[0.00250253],[0.00387932]
4384,[0.00534595],0,[0.0031395],[0.00316931],[0.00353258],[0.00547604]
4385,[0.0066699],0,[0.00391696],[0.00395416],[0.00440741],[0.00683217]
4386,[0.00781051],0,[0.00458675],[0.00463032],[0.00516112],[0.00800051]
4387,[0.00878496],0,[0.00515897],[0.00520796],[0.00580502],[0.00899866]
4388,[0.00959138],0,[0.0056325],[0.00568597],[0.00633787],[0.00982468]
4389,[0.01022352],0,[0.00600373],[0.00606071],[0.00675558],[0.0104722]
4390,[0.01071021],0,[0.00628955],[0.00634924],[0.0070772],[0.01097075]
4391,[0.01107993],0,[0.00650668],[0.00656841],[0.00732151],[0.01134948]
4392,[0.01134222],0,[0.00666072],[0.00672391],[0.00749481],[0.01161815]
4393,[0.01151878],0,[0.0067644],[0.00682859],[0.00761149],[0.01179901]
4394,[0.0116241],0,[0.00682627],[0.00689103],[0.0076811],[0.01190691]
4395,[0.01166667],0,[0.00685128],[0.00691629],[0.00770925],[0.01195054]
4396,[0.01163983],0,[0.00683552],[0.00690039],[0.00769151],[0.01192306]
4397,[0.01154178],0,[0.00677794],[0.00684228],[0.00762671],[0.01182262]
4398,[0.01137879],0,[0.00668223],[0.00674566],[0.007519],[0.01165567]
4399,[0.01115637],0,[0.00655159],[0.0066138],[0.00737202],[0.01142784]
4400,[0.01089583],0,[0.00639859],[0.00645935],[0.00719986],[0.01116096]
4401,[0.0106119],0,[0.00623184],[0.00629101],[0.00701222],[0.01087007]
4402,[0.01030584],0,[0.00605209],[0.00610956],[0.00680998],[0.01055655]
4403,[0.00998281],0,[0.0058624],[0.00591808],[0.00659652],[0.01022568]
4404,[0.00964028],0,[0.00566126],[0.00571502],[0.00637019],[0.00987483]
4405,[0.00928573],0,[0.00545304],[0.00550481],[0.0061359],[0.00951165]
4406,[0.00890893],0,[0.00523176],[0.00528141],[0.00588693],[0.00912568]
4407,[0.00850283],0,[0.00499328],[0.00504066],[0.00561859],[0.0087097]
4408,[0.0080978],0,[0.00475542],[0.00480057],[0.00535096],[0.00829482]
4409,[0.01042325],0,[0.006121],[0.00617917],[0.00688762],[0.01067684]
4410,[0.01497717],0,[0.00879521],[0.00887884],[0.00989681],[0.0153415]
4411,[0.01855464],0,[0.01089601],[0.01099965],[0.01226075],[0.01900594]
4412,[0.02125147],0,[0.01247965],[0.01259837],[0.01404274],[0.02176829]
4413,[0.02326016],0,[0.0136592],[0.01378914],[0.01537005],[0.02382579]
4414,[0.0082301],0,[0.00483331],[0.00487902],[0.00543777],[0.00842987]
4415,[0.00728367],0,[0.00427743],[0.00431917],[0.00481376],[0.0074625]
4416,[0.00811081],0,[0.00476313],[0.00480941],[0.00536026],[0.00830961]
4417,[0.00994739],0,[0.00584161],[0.00589805],[0.00657375],[0.01019068]
4418,[0.01138976],0,[0.0066886],[0.006753],[0.00752677],[0.01166798]
4419,[0.01245117],0,[0.00731187],[0.00738213],[0.00822807],[0.01275505]
4420,[0.01820907],0,[0.01069309],[0.01079543],[0.01203278],[0.01865284]
4421,[0.02787293],0,[0.01636803],[0.01652424],[0.0184185],[0.02855158]
4422,[0.03540526],0,[0.02079127],[0.02098946],[0.02339573],[0.03626698]
4423,[0.04094212],0,[0.02404269],[0.02427173],[0.02705437],[0.04193837]
4424,[0.04474812],0,[0.02627769],[0.02652794],[0.02956929],[0.04583682]
4425,[0.04698762],0,[0.02759278],[0.02785548],[0.03104907],[0.04813066]
4426,[0.04802357],0,[0.02820112],[0.02846954],[0.03173356],[0.0491917]
4427,[0.04813494],0,[0.0282665],[0.0285355],[0.0318071],[0.0493057]
4428,[0.04760787],0,[0.02795698],[0.02822299],[0.03145879],[0.04876578]
4429,[0.04647278],0,[0.02729041],[0.02755003],[0.03070869],[0.04760302]
4430,[0.0447485],0,[0.02627785],[0.02652782],[0.02956927],[0.04583675]
4431,[0.03974781],0,[0.02334138],[0.02356284],[0.0262652],[0.04071429]
4432,[0.03320472],0,[0.01949885],[0.01968397],[0.0219412],[0.03401084]
4433,[0.02824312],0,[0.01658554],[0.01674371],[0.01866317],[0.02892974]
4434,[0.02366017],0,[0.01389456],[0.01402629],[0.01563412],[0.02423496]
4435,[0.01964754],0,[0.01153778],[0.01164692],[0.01298313],[0.02012536]
4436,[0.01443884],0,[0.00847918],[0.00855927],[0.00954057],[0.01478915]
4437,[0.00829269],0,[0.00486926],[0.00491587],[0.00547913],[0.00849407]
4438,[0.00960958],0,[0.00564262],[0.00569656],[0.00634936],[0.009843]
4439,[0.01233353],0,[0.00724226],[0.00731139],[0.00814938],[0.0126332]
4440,[0.01426657],0,[0.00837746],[0.00845733],[0.00942676],[0.01461328]
4441,[0.0153605],0,[0.00901989],[0.00910583],[0.01014965],[0.01573384]
4442,[0.01577076],0,[0.00926084],[0.00934905],[0.0104208],[0.01615408]
4443,[0.02713426],0,[0.01593389],[0.01608554],[0.01792971],[0.02779389]
4444,[0.04505386],0,[0.02645691],[0.02670858],[0.02977081],[0.04614922]
4445,[0.05674323],0,[0.03332135],[0.03363825],[0.03749504],[0.05812285]
4446,[0.0654275],0,[0.03842107],[0.03878644],[0.04323354],[0.0670183]
4447,[0.07110685],0,[0.04175618],[0.04215327],[0.04698641],[0.07283575]
4448,[0.0740151],0,[0.04346403],[0.04387735],[0.04890816],[0.07581473]
4449,[0.07492005],0,[0.04399548],[0.04441383],[0.04950616],[0.07674172]
4450,[0.0745662],0,[0.04378772],[0.04420407],[0.04927237],[0.07637928]
4451,[0.07317267],0,[0.04296941],[0.04337796],[0.04835154],[0.07495184]
4452,[0.07082005],0,[0.04158789],[0.04198328],[0.04679697],[0.07254201]
4453,[0.06477896],0,[0.03804073],[0.0384016],[0.04280488],[0.06635385]
4454,[0.04294151],0,[0.02521698],[0.02545619],[0.02837571],[0.04398613]
4455,[0.02846507],0,[0.0167157],[0.01687471],[0.01880923],[0.02915756]
4456,[0.01670641],0,[0.00981042],[0.0099042],[0.01103943],[0.0171124]
4457,[0.00848745],0,[0.00498407],[0.00503188],[0.00560828],[0.00869371]
4458,0,0,0,0,0,0
4459,0,0,0,0,0,0
4460,0,0,0,0,0,0
4461,0,0,0,0,0,0
4462,0,0,0,0,0,0
4463,0,0,0,0,0,0
4464,0,0,0,0,0,0
4465,0,0,0,0,0,0
4466,0,0,0,0,0,0
4467,0,0,0,0,0,0
4468,0,0,0,0,0,0
4469,[0.00410474],0,[0.00241044],[0.00243336],[0.00271238],[0.00420457]
4470,[0.01162618],0,[0.00682728],[0.00689217],[0.00768247],[0.01190891]
4471,[0.01753234],0,[0.0102956],[0.01039345],[0.01158523],[0.01795874]
4472,[0.02179862],0,[0.01280093],[0.0129226],[0.01440437],[0.02232882]
4473,[0.02462426],0,[0.01446025],[0.0145977],[0.01627155],[0.02522319]
4474,[0.02623589],0,[0.01540665],[0.01555309],[0.01733651],[0.02687401]
4475,[0.02707691],0,[0.01590053],[0.01605167],[0.01789226],[0.0277355]
4476,[0.02741275],0,[0.01609774],[0.01625075],[0.01811418],[0.02807953]
4477,[0.02724193],0,[0.01599741],[0.01614948],[0.0180013],[0.02790458]
4478,[0.02651384],0,[0.01556985],[0.01571786],[0.01752018],[0.02715877]
4479,[0.02281999],0,[0.01340108],[0.01352916],[0.01507994],[0.02337582]
4480,[0.01455313],0,[0.00854683],[0.00862807],[0.00961693],[0.01490847]
4481,[0.01005152],0,[0.00590313],[0.00595925],[0.00664258],[0.01029728]
4482,[0.00766449],0,[0.00450106],[0.00454342],[0.00506454],[0.00785163]
4483,[0.00440532],0,[0.00258699],[0.00261124],[0.0029117],[0.00451318]
4484,[0.00126782],0,[0.0007442],[0.00075123],[0.00083786],[0.00129868]
4485,0,0,0,0,0,0
4486,0,0,0,0,0,0
4487,[0.0012516],0,[0.00073497],[0.00074199],[0.00082703],[0.00128201]
4488,[0.0033576],0,[0.00197166],[0.00199046],[0.00221861],[0.00343915]
4489,[0.00471869],0,[0.00277092],[0.00279732],[0.00311798],[0.00483329]
4490,[0.00552432],0,[0.003244],[0.00327492],[0.00365032],[0.0056585]
4491,[0.00596991],0,[0.00350565],[0.00353908],[0.00394474],[0.00611492]
4492,[0.01032579],0,[0.00606357],[0.00612131],[0.00682306],[0.01057672]
4493,[0.01783088],0,[0.01047083],[0.01057048],[0.01178234],[0.01826434]
4494,[0.02358566],0,[0.01385024],[0.01398205],[0.01558502],[0.02415907]
4495,[0.02780903],0,[0.01633033],[0.01648574],[0.01837577],[0.02848511]
4496,[0.03073743],0,[0.01804998],[0.01822175],[0.02031082],[0.0314847]
4497,[0.03229693],0,[0.01896577],[0.01914627],[0.02134131],[0.0330821]
4498,[0.03269236],0,[0.01919798],[0.0193807],[0.0216026],[0.03348717]
4499,[0.03238608],0,[0.01901812],[0.01919911],[0.02140021],[0.03317346]
4500,[0.03159147],0,[0.01855149],[0.01872804],[0.02087515],[0.03235952]
4501,[0.03034641],0,[0.01782036],[0.01798996],[0.02005244],[0.0310842]
4502,[0.03186727],0,[0.01871347],[0.01889157],[0.02105742],[0.03264207]
4503,[0.03593161],0,[0.02110018],[0.02130099],[0.02374308],[0.03680524]
4504,[0.03866566],0,[0.02270568],[0.02292179],[0.02554969],[0.03960577]
4505,[0.03994896],0,[0.02345928],[0.02368257],[0.0263977],[0.0409203]
4506,[0.02514213],0,[0.01476406],[0.01490397],[0.01661305],[0.02575174]
4507,[0.02717805],0,[0.01595963],[0.01611097],[0.0179584],[0.0278373]
4508,[0.03148443],0,[0.01848849],[0.01866396],[0.02080404],[0.03224853]
4509,[0.03387948],0,[0.01989496],[0.02008387],[0.02238669],[0.03470195]
4510,[0.03486777],0,[0.02047532],[0.02066981],[0.02303978],[0.0357144]
4511,[0.03500242],0,[0.0205544],[0.02074969],[0.02312879],[0.03585245]
4512,[0.03438406],0,[0.02019128],[0.02038315],[0.02272022],[0.03521917]
4513,[0.03302633],0,[0.01939399],[0.01957833],[0.02182309],[0.03382853]
4514,[0.01796638],0,[0.01055068],[0.01065151],[0.01187232],[0.01840383]
4515,[0.00570998],0,[0.00335302],[0.00338563],[0.00377376],[0.00585009]
4516,0,0,0,0,0,0
4517,0,0,0,0,0,0
4518,0,0,0,0,0,0
4519,0,0,0,0,0,0
4520,0,0,0,0,0,0
4521,[0.00230575],0,[0.00135401],[0.0013669],[0.00152361],[0.00236182]
4522,[0.0063314],0,[0.00371799],[0.00375337],[0.00418368],[0.00648531]
4523,[0.00926537],0,[0.00544091],[0.00549266],[0.00612242],[0.00949057]
4524,[0.01124831],0,[0.00660537],[0.00666819],[0.00743275],[0.01152173]
4525,[0.01235478],0,[0.00725512],[0.00732413],[0.0081639],[0.0126551]
4526,[0.0127609],0,[0.00749359],[0.00756487],[0.00843224],[0.01307105]
4527,[0.01268822],0,[0.00745091],[0.00752177],[0.0083842],[0.01299657]
4528,[0.01227243],0,[0.00720676],[0.00727529],[0.00810946],[0.01257066]
4529,[0.00434976],0,[0.00255463],[0.00257884],[0.00287484],[0.00445565]
4530,0,0,0,0,0,0
4531,0,0,0,0,0,0
4532,0,0,0,0,0,0
4533,0,0,0,0,0,0
4534,0,0,0,0,0,0
4535,0,0,0,0,0,0
4536,[0.00101619],0,[0.00059676],[0.00060242],[0.00067152],[0.00104091]
4537,[0.00275774],0,[0.00161946],[0.00163486],[0.00182235],[0.00282481]
4538,[0.00400143],0,[0.00234979],[0.00237216],[0.00264418],[0.00409871]
4539,[0.00486217],0,[0.00285523],[0.00288246],[0.00321296],[0.00498035]
4540,[0.00535552],0,[0.00314492],[0.00317494],[0.00353896],[0.00548566]
4541,[0.00552964],0,[0.00324719],[0.00327817],[0.00365404],[0.00566403]
4542,[0.0054285],0,[0.00318784],[0.00321825],[0.00358724],[0.00556045]
4543,[0.00334401],0,[0.00196356],[0.00198241],[0.00221002],[0.00342423]
4544,[0.00112051],0,[0.00065822],[0.00066434],[0.00074073],[0.00114786]
4545,0,0,0,0,0,0
4546,0,0,0,0,0,0
4547,0,0,0,0,0,0
4548,[0.00182959],0,[0.00107438],[0.00108461],[0.00120897],[0.00187405]
4549,[0.00504643],0,[0.00296338],[0.00299161],[0.00333463],[0.00516906]
4550,[0.00743479],0,[0.00436588],[0.00440748],[0.00491283],[0.00761545]
4551,[0.00906109],0,[0.00532085],[0.00537156],[0.00598744],[0.00928124]
4552,[0.01006584],0,[0.00591085],[0.0059672],[0.00665136],[0.01031041]
4553,[0.01062866],0,[0.00624134],[0.00630085],[0.00702327],[0.0108869]
4554,[0.01085992],0,[0.00637714],[0.00643794],[0.00717609],[0.01112378]
4555,[0.01076602],0,[0.00632199],[0.00638227],[0.00711404],[0.01102758]
4556,[0.01038667],0,[0.00609923],[0.00615738],[0.00686338],[0.010639]
4557,[0.00546329],0,[0.00320731],[0.00323909],[0.00360981],[0.00559579]
4558,[0.00279855],0,[0.00164351],[0.00165937],[0.00184897],[0.0028663]
4559,[0.00066382],0,[0.00038955],[0.00039368],[0.00043901],[0.00067932]
4560,0,0,0,0,0,0
4561,0,0,0,0,0,0
4562,0,0,0,0,0,0
4563,0,0,0,0,0,0
4564,0,0,0,0,0,0
4565,0,0,0,0,0,0
4566,0,0,0,0,0,0
4567,0,0,0,0,0,0
4568,0,0,0,0,0,0
4569,0,0,0,0,0,0
4570,0,0,0,0,0,0
4571,0,0,0,0,0,0
4572,0,0,0,0,0,0
4573,0,0,0,0,0,0
4574,0,0,0,0,0,0
4575,0,0,0,0,0,0
4576,0,0,0,0,0,0
4577,0,0,0,0,0,0
4578,0,0,0,0,0,0
4579,0,0,0,0,0,0
4580,0,0,0,0,0,0
4581,0,0,0,0,0,0
4582,0,0,0,0,0,0
4583,0,0,0,0,0,0
4584,0,0,0,0,0,0
4585,0,0,0,0,0,0
4586,0,0,0,0,0,0
4587,0,0,0,0,0,0
4588,0,0,0,0,0,0
4589,0,0,0,0,0,0
4590,0,0,0,0,0,0
4591,0,0,0,0,0,0
4592,0,0,0,0,0,0
4593,0,0,0,0,0,0
4594,0,0,0,0,0,0
4595,0,0,0,0,0,0
4596,0,0,0,0,0,0
4597,0,0,0,0,0,0
4598,0,0,0,0,0,0
4599,0,0,0,0,0,0
4600,0,0,0,0,0,0
4601,0,0,0,0,0,0
4602,0,0,0,0,0,0
4603,0,0,0,0,0,0
4604,0,0,0,0,0,0
4605,0,0,0,0,0,0
4606,0,0,0,0,0,0
4607,0,0,0,0,0,0
4608,0,0,0,0,0,0
4609,0,0,0,0,0,0
4610,0,0,0,0,0,0
4611,0,0,0,0,0,0
4612,0,0,0,0,0,0
4613,0,0,0,0,0,0
4614,0,0,0,0,0,0
4615,0,0,0,0,0,0
